Date;Plat
2017-12-14;Riz
2017-12-14;Petit suisses aromatisés
2017-12-18;Yaourt aromatisé
2017-12-19;Rôti de porc
2017-12-19;Fromage blanc
2017-12-20;Poire
2017-12-22;Purée de légumes verts
2018-01-02;Clémentines
2018-01-11;Rôti de boeuf*
2018-01-11;-
2018-01-12;Poisson au curry
2018-01-12;Poire
2018-01-15;Pomme bio°
2018-01-19;Clémentines
2018-01-23;Salade verte au thon
2018-01-25;Potage de légumes
2018-01-31;Gratin de choux fleurs
2018-02-02;Crêpe au sucre
2018-02-06;Emincé de boeuf* thaï
2018-02-07;Fromage Le Mouillotin
2018-02-08;Flan caramel
2018-02-12;Gratin dauphinois
2018-02-13;Haché de poulet*
2018-02-13;Pommes noisettes
2018-02-13;Fromage bio
2018-02-16;Sauce aigre douce
2018-02-19;Pomme bio°
2018-02-20;Purée de potimarron bio°
2018-02-21;Betteraves
2018-02-23;Courgettes à la tomate
2018-02-28;Yaourt aromatisé
2018-03-02;Courgettes à la tomate
2018-03-07;Concombres sauce crème
2018-03-15;Timbale de pâtes aux lardons
2018-03-19;Mäche au gruyère
2018-03-21;Saucisses de porc bio
2018-03-22;menu depannage
2018-03-27;Salade verte
2018-03-28;Crêpe au fromage
2018-03-28;Kiwi bio°
2018-03-29;Choux blancs bio° à la mimolette
2018-03-29;Petit suisses aromatisés
2018-03-30;Salade de fruits frais (ananas, pastèque, melon, pomme, ora)
2018-04-04;Pamplemousse
2018-04-05;Tarte au fromage
2018-04-05;Saint-Paulin
2018-04-06;Poisson filet meuniere (surgele + arrondi en frais)
2018-04-06;Cantal
2018-04-06;Eclair au chocolat
2018-04-09;Orange
2018-04-10;Gouda
2018-04-16;Radis bio
2018-04-23;Rôti de porc au jus°
2018-04-26;Salade de tomates
2018-04-26;Tarte aux pommes
2018-05-02;Pâtes semi-complètes bio
2018-05-03;Radis bio
2018-05-03;Sauté de boeuf* fermier
2018-05-16;Marmelade de pommes
2018-05-16;Fromage Chanteneige
2018-05-18;Chili de légumes sans tofu
2018-05-18;Yaourt  fermier  bio°
2018-05-29;Frites
2018-06-04;Edam
2018-06-06;Galette de soja  tomate / basilic et sauce tomate
2018-06-06;Pêche
2018-06-08;Fraises à la chantilly
2018-06-18;Pâté bio°
2018-06-20;Melon
2018-06-21;Rôti de boeuf*
2018-06-25;Lait bio
2018-06-26;Camembert
2018-06-29;Purée de pommes de terre
2018-07-02;Abricots
2018-07-03;Compote de pommes / biscuit
2018-07-04;Pomme de terre vapeur
2018-07-16;Salade coleslaw
2018-07-17;Hachis Parmentier*
2018-07-18;Ratatouille
2018-07-18;Nectarine
2018-07-31;Saint-Nectaire
2018-08-01;Choux rouge au gruyère
2018-08-01;Jambon fumé
2018-08-01;Carottes bio
2018-08-03;Ketchup
2018-08-06;Pamplemousse
2018-08-07;Petits suisses aromatisés
2018-08-10;Abricots
2018-08-13;Melon
2018-08-16;Eclair au chocolat
2018-08-17;Gratin de choux fleurs
2018-08-20;Jambon blanc
2018-08-22;Ratatouille
2018-08-30;Mousse de foie bio
2018-08-30;Abricots
2018-08-31;Poisson pané
2018-09-03;Abricots secs
2018-09-12;Fromage Chanteneige
2018-09-12;Raisin
2018-09-13;Boeuf* sauce aux champignons
2018-09-13;Haricots verts
2018-09-13;Fromage bio
2018-09-13;Pomme bio°
2018-09-24;Tomme noire
2018-09-27;Pastèque
2018-10-02;Carottes râpées bio°
2018-10-03;Salade verte aux dés de chèvre
2018-10-03;Blanquette de veau*
2018-10-03;Compote
2018-10-10;Carottes bio
2018-10-10;Lait bio
2018-10-11;Roulé au fromage
2018-10-11;Pilon de poulet confit
2018-10-12;Flan caramel
2018-10-16;Ketchup
2018-10-24;Salade verte au thon
2018-10-24;Jambon fumé
2018-10-25;Edam
2018-10-26;Gratin de choux fleurs
2018-11-05;Boulettes de boeuf sauce tomate
2018-11-07;Blanquette de veau*
2018-11-07;Riz et sauce tomate
2018-11-08;Pomme bio°
2018-11-09;Poisson sauce crème
2018-11-12;Lasagnes* napolitaines
2018-11-14;Choux rouges bio° à la mimolette
2018-11-19;Ratatouille
2018-11-20;Ketchup
2018-11-27;Petits-pois
2018-12-03;Rôti de porc
2018-12-04;Salade de douceur au surimi
2018-12-06;Yaourt fermier° miel
2018-12-12;Blanquette de veau*
2018-12-13;Roti de dinde
2018-12-14;Carottes râpées bio°
2018-12-20;Gateau craquant au chocolat
2018-12-21;Galette de soja  tomate / basilic et sa sauce tomate
2018-12-21;Riz et sauce tomate
2018-12-24;Compote
2018-12-27;Jus de pommes
2018-12-28;Parmentier de poisson
2018-12-28;Salade verte
2019-01-02;Salade verte au thon
2019-01-02;Ketchup
2019-01-03;Salade coleslaw
2019-01-11;Salade de pâtes Napoli
2019-01-11;Crème dessert lait et chocolat
2019-01-14;Semoule
2019-01-16;Endives aux dés de chèvre
2019-01-16;Blanquette de veau*
2019-01-17;Paté de volaille
2019-01-17;Roti de dinde
2019-01-22;Poisson meunière
2019-01-25;Endives / demi oeuf bio°
2019-01-28;Biscuit Petit Lu
2019-01-29;Haché de poulet*
2019-01-30;Dés de betteraves
2019-01-31;Fromage Chanteneige
2019-02-01;Parmentier de poisson
2019-02-04;Yaourt aux fruits mixés
2019-02-11;Salade verte+ surimi + oeuf
2019-02-11;Parmentier végétal aux lentilles
2019-02-12;Choux rouges bio°
2019-02-13;Petits-pois
2019-02-15;Eclair au chocolat
2019-02-18;Île flottante
2019-02-22;Purée de légumes verts
2019-02-26;Poisson meunière
2019-03-01;Crème dessert vanille
2019-03-05;Île flottante
2019-03-07;Boeuf* sauce aux champignons
2019-03-12;Carottes râpées bio°
2019-03-12;Eclair au chocolat
2019-03-13;Pommes noisettes
2019-03-20;Haché de poulet*
2019-03-20;Poêlée de légumes (carottes, haricots verts, pdt, brocolis)
2019-03-22;Poire
2019-04-01;Dés de betteraves
2019-04-01;Lasagnes* napolitaines
2019-04-01;Fromage blanc / Coulis de fruits rouges
2019-04-02;Gouda
2019-04-04;Pilon de poulet confit
2019-04-04;Epinards à la crème
2019-04-10;Salade verte aux noix
2019-04-12;Carottes râpées bio°
2019-04-12;Tomme blanche
2019-04-17;Betterave en dés +des de chevre
2019-04-24;Blanquette de veau*
2019-04-26;Roulé au fromage
2019-04-29;Île flottante
2019-05-09;menu depannage
2019-05-13;Fraises
2019-05-17;Dés de betteraves au chèvre
2019-05-20;Melon
2019-05-20;Dhal de lentilles bio°
2019-05-21;Salade verte aux graines de tournesol
2019-05-22;-
2019-05-22;Île flottante
2019-05-24;Poêlée de légumes
2019-05-27;Cantal
2019-05-29;Saint-Nectaire
2019-06-04;Fromage Chanteneige
2019-06-04;Crème dessert lait et chocolat
2019-06-06;Sauté de dinde sauce forestière
2019-06-06;Fraises
2019-06-11;Salade de fruits frais (ananas, pastèque, melon, pomme, ora)
2019-06-27;Carré bio°
2019-06-28;Salade de blé bio, tomates et concombres
2019-06-28;Cerises
2019-07-01;Emincé de volaille sauce Normande
2019-07-04;Creme dessert chocolat
2019-07-05;Burger de thon
2019-07-09;Riz basmati
2019-07-11;Taboulé
2019-07-11;Petits pois maraîcher
2019-07-15;Mimolette
2019-07-19;Yaourt aux fruits mixés
2019-07-22;Fondant au chocolat
2019-07-23;Emincé de boeuf* thaï
2019-07-24;Concombres sauce crème
2019-07-26;Poisson sauce crème
2019-08-02;Fruit de saison
2019-08-07;Frites
2019-08-09;Salade de tomates
2019-08-12;Haricots verts/haricots beurre
2019-08-13;Courgettes à la tomate
2019-08-19;"Ratatouille ""maison"""
2019-08-19;Fondant au chocolat
2019-08-20;Tarte au fromage
2019-08-20;Emincé de boeuf* thaï
2019-08-20;Chèvre
2019-08-27;Fruit de saison
2019-08-28;Saucisses de porc bio
2019-08-28;Cocktail de fruits au sirop
2019-08-29;-
2019-08-30;-
2019-09-03;Pilon de poulet confit
2019-09-04;Sauté de porc BBC° sauce aigre douce
2019-09-11;Saint-Paulin
2019-09-12;Fromage Chanteneige
2019-09-16;-
2019-09-17;Falafels bio aux pois chiches et patate douce sauce tomate
2019-09-18;Semoule de couscous aux épices
2019-09-19;Carottes bio°
2019-09-20;Concombres
2019-09-25;Escalope de dinde
2019-09-27;Yaourt au citron BBC°
2019-09-30;Haricots verts/haricots beurre
2019-10-01;Concombres
2019-10-07;Céréales gourmandes bio
2019-10-08;Choux blancs bio à la mimolette
2019-10-08;Ketchup
2019-10-10;Lait bio
2019-10-15;Fromage blanc BBC°
2019-10-21;Pamplemousse
2019-10-22;Chili de légumes sans tofu
2019-10-23;Choux rouges bio°
2019-10-24;Camembert
2019-10-28;Poulet fermier (terre assiette*6)
2019-10-30;Salade verte aux noix
2019-11-07;Banane
2019-11-13;Mogettes
2019-11-19;Saute de veau
2019-11-19;Poêlée de légumes
2019-11-19;Banane
2019-11-27;Crème dessert vanille
2019-12-06;Galette de soja  tomate / basilic et sauce tomate
2019-12-09;Ratatouille
2019-12-09;Lait bio
2019-12-13;Kiwi bio°
2019-12-16;Céréales gourmandes bio
2019-12-17;Gratinée de légumes (pdt, carottes, brocolis)
2019-12-19;Purée de brocolis
2019-12-27;Ratatouille
2019-12-31;Mini choux et crème anglaise
2020-01-02;Roulé au fromage
2020-01-02;Tomme noire
2020-01-13;Omelette bio
2020-01-13;Biscuit petit beurre
2020-01-14;Haricots verts/haricots beurre
2020-01-15;Saint-Paulin
2020-01-15;Orange
2020-01-16;Choux blancs bio à la mimolette
2020-01-17;Semoule bio
2011-01-05;Concombres crème
2011-01-05;Cocktail de fruits
2011-01-06;Yaourt brasse bio
2011-01-07;carottes persillées
2011-01-07;Galette des rois
2011-01-10;Endives / demi-œuf
2011-01-10;paella de la mer
2011-01-11;Clémentines
2011-01-14;Pizza au fromage
2011-01-14;citron
2011-01-17;Crème dessert vanille
2011-01-18;Beignet chocolat
2011-01-21;Gervais aux fruits
2011-01-25;pamplemousse
2011-02-01;carottes crème
2011-02-01;Champanet
2011-02-07;poulet confit
2011-02-08;haricots blanc à la tomate
2011-02-09;Edam
2011-02-15;confiture
2011-02-16;coquillette
2011-02-17;Banane
2011-02-18;filet de lieu  au beurre blanc
2011-02-22;poisson pané/citron
2011-02-22;choux fleurs agro
2011-02-25;Crème de lentilles au cumin
2011-02-25;yaourt bio
2011-02-28;Suisses aro
2011-03-07;Yaourt aro
2011-03-09;carottes râpées
2011-03-10;purée de p de terre
2011-03-11;taboulé céréale gourmande
2011-03-11;poisson pané/citron
2011-03-21;Yaourt bio
2011-03-22;et filet de sardine
2011-03-25;Palet brocolis / carottes
2011-03-29;Tarte au fromage
2011-03-29;Choux fleurs béchamel agro
2011-03-30;dés de canard, dés de dinde
2011-03-31;Batonnière de légumes
2011-04-04;radis / beurre
2011-04-04;Cœur de bœuf sauce dijonnaise
2011-04-04;Yaourt aro
2011-04-05;Petits pois
2011-04-11;Concombres
2011-04-22;Chèvretine
2011-04-22;Flan noix de coco
2011-04-26;Tomme blanche
2011-04-26;Ananas
2011-04-27;Courgettes farcie
2011-04-27;salade de fruits exotiques
2011-04-28;Ile flottante
2011-04-29;Gouda
2011-05-04;Radis /beurre
2011-05-04;Merguez
2011-05-05;Rôti de porc
2011-05-06;épinards à la crème
2011-05-06;Crème de gruyère
2011-05-09;lasagne de bœuf
2011-05-12;St Paulin
2011-05-13;Repas indien
2011-05-17;Pâtes
2011-05-23;salade au surimi
2011-05-24;Haricots  verts
2011-05-27;Fraises au sucre
2011-05-30;Salade de riz au thon agro
2011-05-30;cordon bleu de volaille
2011-05-31;ou froid
2011-06-07;Courgette farcie
2011-06-08;Pastèque
2011-06-08;Steak haché
2011-06-09;filet de poulet
2011-06-10;nectarine
2011-06-14;Pizza
2011-06-17;radis / beurre
2011-06-20;fromage blanc+
2011-06-21;Flan caramel
2011-06-24;Batonnière de légumes agro
2011-06-29;Port salut
2011-06-30;nectarine
2011-07-01;Champanet
2011-07-01;cerise
2011-07-05;Camembert
2011-07-06;Nectarine
2011-07-12;Poisson meunière
2011-07-12;Ratatouille
2011-07-12;Abricots
2011-07-13;Crêpe au fromage
2011-07-13;Pomme
2011-07-20;saucisses de Strasbourg??
2011-07-20;frites
2011-07-25;Pizza
2011-07-25;Sauté de porc à l'ananas
2011-07-25;Abricots
2011-07-26;Rôti de veau farci
2011-07-28;Couscous aux boulettes de bœuf
2011-07-29;Poisson pané
2011-07-29;nectarine
2011-07-29;Sauté de veau dijonnaise
2011-08-09;Poisson meunière
2011-08-15;Assomption
2011-08-16;Pizza
2011-08-19;filet de lieu sauce Normande
2011-08-22;Salade au surimi
2011-08-22;Emincé de dinde sauce normande
2011-08-22;ratatouille
2011-08-29;concombres
2011-09-07;jambon de dinde
2011-09-08;raisins
2011-09-13;Pâtes
2011-09-13;fromage rapee
2011-09-15;courgette tomate
2011-09-21;Poire
2011-09-23;batonnet de légumes agro
2011-09-26;salade verte
2011-09-27;radis /beurre
2011-09-28;crème pour Concombres
2011-09-28;Rôti de bœuf
2011-09-28;Gouda
2011-10-03;raisin
2011-10-06;Edam
2011-10-07;Mousseline potiron
2011-10-13;choux rouges rapees bio
2011-10-13;semoule aux raisins
2011-10-18;Mâche/demi-œuf
2011-10-21;Poire
2011-10-24;bolognaise maison
2011-10-25;rôti de dinde au jus
2011-11-02;Carottes râpées bio
2011-11-02;jambon de dinde
2011-11-03;Potage légumes
2011-11-04;Gouda
2011-11-07;Salade verte
2011-11-14;Frites
2011-11-21;Radis /beurre
2011-11-25;yaourt aro
2011-11-29;des de gruyere
2011-12-01;Choux rouges
2011-12-01;danette choc
2011-12-02;wok de legumes au quinoa
2011-12-06;Tome bio
2011-12-07;yaourt bio
2011-12-12;pomme de terre Duchesse
2011-12-12;chevrotine
2011-12-12;Dessert Ardélice
2011-12-19;tarte au fromage
2011-12-21;Pâté de foie /cornichon
2011-12-22;cuisse de canette à l'orange
2011-12-26;Salade verte
2011-12-27;Clémentines
2011-12-29;salade de riz maison
2011-12-29;banane
2012-01-03;Yaourt aro
2012-01-05;Cassoulet
2012-01-05;Kiwi
2012-01-09;Emmental
2012-01-10;sauté de  bœuf Bourguignon
2012-01-13;poisson pané
2012-01-19;cordon bleu de volaille
2012-01-25;Salsifis bechamel
2012-01-25;Grillé aux abricots
2012-01-26;Banane
2012-01-30;lasagnes bolo
2012-01-31;en stock
2012-02-01;Mâche au surimi
2012-02-01;Cuisse poulet
2012-02-07;saute de dinde
2012-02-09;Pot au feu
2012-02-09;et ses légumes
2012-02-10;"salade de riz ""maison"""
2012-02-16;creme de lentilles bio
2012-02-17;filet de lieu  au beurre blanc
2012-02-28;sauté de dinde chasseur
2012-03-01;Tartiflette aux canard fumé
2012-03-05;salade
2012-03-06;camembert
2012-03-09;poisson pané/citron
2012-03-12;Menus pour la planète
2012-03-13;Lait fermier
2012-03-14;Kiwi
2012-03-19;omelette
2012-03-19;ketchup
2012-03-20;salade de lentilles, maïs, tomate
2012-03-20;Sauté de veau à l'orange
2012-03-20;chanteneige
2012-03-27;Pizza
2012-03-28;Mâche / demi-œuf
2012-03-29;rôti de dinde
2012-04-02;Pommes noisettes
2012-04-03;Salade de fruits frais
2012-04-04;Filet de poisson sauce safranée
2012-04-05;Couscous boulettes de bœuf
2012-04-09;Pâques
2012-04-11;yaourt aromatisé
2012-04-12;Kiwi
2012-04-13;Chanteneige
2012-04-13;Banane
2012-04-16;Ananas
2012-04-25;carottes râpées
2012-04-25;semoule de couscous
2012-04-26;ab
2012-05-04;Palet broco/carottes
2012-05-11;Yaourt bio + biscuit
2012-05-16;Crème vanille
2012-05-22;Pilons de poulet confit
2012-05-23;Salade riz tomate mais
2012-05-24;Eclair choco
2012-05-30;Gaspacho/croûtons
2012-06-01;taboulé
2012-06-01;Même association en S17
2012-06-04;purée de patate douce
2012-06-05;rôti de bœuf
2012-06-05;Crème de gruyère
2012-06-05;Macarons fraise / rhubarbe
2012-06-06;boulettes de bœuf à l'indienne
2012-06-07;carottes râpées
2012-06-08;salade composée:
2012-06-13;pastèque
2012-06-26;Pizza
2012-06-26;Nectarine
2012-06-27;jambon fumé
2012-07-02;creme dessert vanille
2012-07-03;Lait bio
2012-07-04;Pêche
2012-07-12;sauté de veau forestier
2012-07-13;carottes râpées bio
2012-07-17;Salade de blé bio (Blé, tomate, concombres)
2012-07-20;Choux blancs mimolette
2012-07-23;Carottes
2012-07-23;Abricots
2012-07-25;Omelette
2012-07-25;"Ratatouille ""maison"""
2012-07-25;Banane
2012-07-27;Camembert
2012-07-30;Riz
2012-07-31;Poulet rôti
2012-08-03;Crème vanille
2012-08-07;Epinards à la crème
2012-08-10;Crème chocolat
2012-08-16;Gaspacho
2012-08-17;pêche blanche
2012-08-20;Sauté de dinde à l'ananas
2012-08-20;Yaourt aro
2012-08-22;Tomme noire
2012-08-23;Liégeois
2012-08-24;Compote
2012-08-31;Melon
2012-09-03;Raviolis
2012-09-03;Salade verte
2012-09-04;Salade de lentilles bio (lentilles, maïs, tomate)
2012-09-07;Courgettes à la tomate
2012-09-11;sauce Bourguignonne
2012-09-18;Poisson sauce crustacés
2012-09-20;Crème de gruyère
2012-09-24;Salade carnaval (maïs, tomate, concombres)
2012-09-26;Crumble de légumes
2012-09-27;Chanteneige
2012-09-28;Salade verte aux croûtons
2012-10-05;Rizotto à la tomate
2012-10-09;salade
2012-10-10;Choux rave bio râpé
2012-10-10;Haché de poulet/ketchup
2012-10-12;Poire
2012-10-16;jambon fumée au miel et orange
2012-10-19;carottes râpées vinaigrette au miel
2012-10-19;Liégois chocolat
2012-10-22;Sauté de veau chasseur
2012-10-22;Edam
2012-10-22;Ananas
2012-10-26;Omelette
2012-10-26;Camembert
2012-10-31;Concombres sauce au yaourt
2012-11-02;Betteraves
2012-11-02;Courgettes à la tomate
2012-11-05;Mâche au thon
2012-11-06;et gruyère râpé
2012-11-12;Fromage blanc / abricots secs
2012-11-13;flan choco
2012-11-19;salade carnaval (Maïs, tomates, concombres)
2012-11-22;Yaourt bio
2012-11-23;Liégeois choco
2012-12-04;maemelade
2012-12-05;Cordon bleu
2012-12-05;haricots verts
2012-12-06;Ile Flottante
2012-12-10;Salade verte
2012-12-11;Riz au lait maison à la vanille
2012-12-13;velouté de lentilles bio
2012-12-13;Pilon de poulet confit
2012-12-18;salade de riz (Riz, tomates, maïs)
2013-01-01;NOUVEL AN
2013-01-02;Pomme
2013-01-03;Carottes râpées
2013-01-03;Crème vanille
2013-01-04;St Nectaire
2013-01-14;poisson meunère
2013-09-06;Edam
2013-09-09;pizza
2013-09-09;Haché de volaille/ketchup
2013-09-12;Frites
2013-09-13;Danette gouter/ait
2013-09-16;Gâteau aux pépites de chocolat
2013-09-17;Prune
2013-09-18;Compote
2013-09-20;Emmental
2013-10-01;Œuf dur mayonnaise
2013-10-03;Choux blancs bio mimolette
2013-10-08;lentilles cuisinées
2013-10-11;Eclair
2013-10-14;Pomme bio
2013-10-15;Epinards à la creme
2013-10-16;Courgettes / pommes de terre
2013-10-24;Salade verte à la mimolette
2013-10-25;Betteraves
2013-10-25;Tomme noire
2013-10-29;Poulet fricassé sauce Basquaise
2013-10-30;Camembert
2013-10-31;Semoule au lait
2013-11-04;dinde
2013-11-04;Jambon fumé
2013-11-06;paupiette volaille forestière
2013-11-08;Pizza
2013-11-15;Eclair
2013-11-20;Saucisses bio
2013-11-21;Sauce au poivre
2013-11-27;Salade aux dés de chèvre
2013-12-12;riz
2013-12-13;Gratinée de légumes
2013-12-17;Endives et mimolette
2013-12-17;jambon de dinde
2013-12-23;Potage tomate/vermicelle
2013-12-24;Banane
2013-12-26;Gateau au chocolat et
2013-12-27;Choux rouges bio
2013-12-27;Poisson au beurre blanc
2013-12-30;Lait bio
2013-12-31;Salade verte / demi-œuf
2014-01-02;Crêpe au fromage
2014-01-06;des de gruyere
2014-01-07;Pilon de poulet
2014-01-08;jus de veau
2014-01-16;Carottes râpées bio
2014-01-21;Choux rouges bio
2014-01-21;Yaourt aro
2014-01-24;Tarte aux pommes
2014-01-27;h verts
2014-01-29;Haché de poulet
2014-01-30;Choux blanc bio à la mimolette
2014-01-30;Bœuf bourguignon
2014-02-03;Nuggets de volaile
2014-02-04;Pizza
2014-02-05;ratatouille /riz
2014-02-05;St nectaire
2014-02-10;Paëlla au poulet
2014-02-10;Semoule
2014-02-27;Gruyère 220gr
2014-02-28;Crêpe au sucre
2014-03-03;Haricots verts
2014-03-04;citron/salade
2014-03-04;Cocktail de fruits
2014-03-07;Carottes râpées
